Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
Natalia Tena,124,F,11/1/1984,/m/03ttfc,/m/0b7ct_,10,Q232163,United Kingdom,"['actor', 'musician', 'stage actor', 'film actor', 'singer']"
Emma Thompson,108,F,4/15/1959,/m/0d7wh,/m/0159h6,10,Q168724,United Kingdom,"['actor', 'television actor', 'film actor', 'comedian', 'film director', 'screenwriter', 'stage actor', 'voice actor']"
Robert Hardy,107,M,10/29/1925,,/m/016bpb,10,Q434694,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Afshan Azad,106,F,2/12/1988,/m/0bpjh3,/m/071y2h,10,Q235716,United Kingdom,"['actor', 'model', 'film actor', 'YouTuber']"
Jim Broadbent,105,M,5/24/1949,/m/02w7gg,/m/01nwwl,10,Q185079,United Kingdom,"['television actor', 'film actor', 'voice actor', 'stage actor']"
Brendan Gleeson,98,M,3/29/1955,/m/03bkbh,/m/053xw6,10,Q206659,Republic of Ireland,"['actor', 'character actor', 'stage actor', 'film actor', 'television actor']"
Helen McCrory,91,F,8/17/1968,,/m/07vvnx,10,Q231310,United Kingdom,"['actor', 'stage actor', 'film actor']"
John Hurt,90,M,1/22/1940,/m/02w7gg,/m/015wnl,10,Q200405,United Kingdom,"['television actor', 'film actor', 'explorer', 'voice actor', 'character actor', 'stage actor']"
Louis Cordice,84,,,,/m/0jb0vs6,10,Q5981467,United Kingdom,"['actor', 'film actor']"
Scarlett Byrne,84,,10/6/1990,,/m/0j5fx8q,10,Q1692091,United Kingdom,"['actor', 'film actor']"
Ralph Ineson,84,M,12/15/1969,,/m/08187c,10,Q1272489,United Kingdom,"['actor', 'film actor', 'television actor']"
Isabella Laughland,84,,,,/m/0hh1952,10,Q9009427,United Kingdom,"['actor', 'film actor']"
Jessie Cave,84,F,5/5/1987,,/m/04f0218,10,Q233439,United Kingdom,"['actor', 'film actor', 'YouTuber', 'stage actor', 'television producer']"
Freddie Stroma,84,M,1/8/1987,,/m/06znw0s,10,Q1320512,United Kingdom,"['actor', 'model', 'film actor', 'singer', 'television actor']"
Georgina Leonidas,84,F,2/28/1990,,/m/02p_mwb,10,Q271132,United Kingdom,"['actor', 'stage actor', 'film actor']"
Suzie Toase,84,F,,,/m/043jq9j,10,Q455640,United Kingdom,"['film actor', 'stage actor']"
Anna Shaffer,84,,,,/m/0hh19rx,10,,,
Danielle Tabor,69,F,,,/m/09g3g0j,10,Q274670,United Kingdom,"['actor', 'film actor']"
Shefali Chowdhury,66,F,6/20/1988,/m/05sycg,/m/0708pc,10,Q253495,United Kingdom,"['actor', 'film actor']"
Gemma Jones,63,F,12/4/1942,/m/02w7gg,/m/03dzj_,10,Q234142,United Kingdom,"['stage actor', 'film actor']"
Clémence Poésy,59,F,11/30/1982,,/m/04tvr_,10,Q232868,France,"['television actor', 'film actor', 'actor', 'model', 'stage actor']"
Bill Nighy,54,M,12/12/1949,/m/02w7gg,/m/02cllz,10,,,
Imelda Staunton,49,F,1/9/1956,/m/02w7gg,/m/01tspc6,10,Q234798,United Kingdom,"['stage actor', 'film actor', 'actor']"
Michael Caine,48,M,3/14/1933,,/m/0gnbw,10,Q123351,United Kingdom,"['film actor', 'writer', 'autobiographer', 'stage actor', 'television actor', 'actor']"
Judi Dench,46,F,12/9/1934,,/m/0lpjn,10,Q28054,United Kingdom,"['film actor', 'television actor', 'voice actor', 'autobiographer', 'stage actor', 'film director', 'theatrical director', 'actor']"
Liam Neeson,38,M,6/7/1952,/m/03bkbh,/m/0h5g_,10,Q58444,Republic of Ireland,"['film actor', 'association football player', 'voice actor', 'stage actor', 'boxer', 'actor', 'television actor']"
Vanessa Redgrave,37,F,1/30/1937,/m/0g96wd,/m/0h32q,10,Q347879,United Kingdom,"['screenwriter', 'stage actor', 'film actor', 'film director']"
Miranda Richardson,35,F,3/3/1958,/m/02w7gg,/m/0525b,10,Q229241,United Kingdom,"['actor', 'stage actor', 'film actor']"
Derek Jacobi,31,M,10/22/1938,/m/02w7gg,/m/016gr2,10,Q256164,United Kingdom,"['television actor', 'film director', 'stage actor', 'film actor', 'actor']"
Colin Firth,28,M,9/10/1960,/m/0d7wh,/m/03f1zdw,10,Q162492,United Kingdom,"['actor', 'film actor', 'screenwriter', 'film producer', 'stage actor', 'television actor']"
Tom Wilkinson,28,M,2/5/1948,/m/02w7gg,/m/0171cm,10,Q211322,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Kenneth Branagh,26,M,12/10/1960,/m/0d7wh,/m/0prjs,10,Q55294,United Kingdom,"['film actor', 'film director', 'screenwriter', 'stage actor', 'film producer', 'actor', 'theatrical director', 'television actor', 'television producer']"
Tilda Swinton,26,F,11/5/1960,/m/0b98sy,/m/02f2dn,10,Q200534,United Kingdom,"['actor', 'voice actor', 'stage actor', 'film actor', 'film director', 'performance artist', 'exhibition curator']"
Stephen Fry,25,M,8/24/1957,/m/0dj8k3,/m/0h0yt,10,Q192912,United Kingdom,"['actor', 'comedian', 'television presenter', 'screenwriter', 'autobiographer', 'writer', 'director', 'television actor', 'novelist', 'stage actor', 'science fiction writer', 'film actor', 'journalist', 'film director', 'improviser', 'performing artist', 'narrator']"
Michael Sheen,24,M,2/5/1969,/m/06gbnc,/m/01pkhw,10,Q298276,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'actor', 'television actor']"
Hugh Laurie,23,M,6/11/1959,,/m/013pk3,10,Q49017,United Kingdom,"['television actor', 'film actor', 'actor', 'comedian', 'pianist', 'voice actor', 'writer', 'musician', 'film director', 'novelist', 'screenwriter', 'singer-songwriter', 'singer', 'television director', 'rower', 'film producer']"
Shirley Henderson,22,F,11/24/1965,/m/03lmx1,/m/071ynp,10,Q232889,United Kingdom,"['stage actor', 'film actor']"
Rupert Everett,22,M,5/29/1959,/m/02w7gg,/m/01vh3r,10,Q208685,United Kingdom,"['actor', 'film actor', 'film producer', 'novelist', 'writer', 'stage actor', 'manufacturer', 'model', 'television actor', 'film director']"
Rhys Ifans,22,M,7/22/1967,/m/06gbnc,/m/03m6pk,10,Q215017,United Kingdom,"['stage actor', 'film actor', 'actor', 'television actor', 'musician']"
Toby Jones,21,M,9/7/1966,/m/0d7wh,/m/071ywj,10,Q342419,United Kingdom,"['actor', 'voice actor', 'stage actor', 'film actor', 'screenwriter', 'television actor']"
Stephen Rea,20,M,10/31/1946,/m/03bkbh,/m/016z68,10,Q313042,United Kingdom,"['stage actor', 'film actor', 'television actor', 'actor']"
Franco Nero,20,M,11/23/1941,,/m/01js_p,10,Q311716,Italy,"['screenwriter', 'film actor', 'actor', 'film director', 'film producer', 'musician', 'model']"
Miriam Margolyes,19,F,5/18/1941,/m/09gp4,/m/03dpqd,10,Q234128,United Kingdom,"['actor', 'voice actor', 'comedian', 'stage actor', 'film actor']"
Ciarán Hinds,19,M,2/9/1953,/m/03bkbh,/m/077596,10,Q314892,Republic of Ireland,"['stage actor', 'film actor', 'television actor', 'actor']"
Daniel Craig,19,M,3/2/1968,/m/04_bc8,/m/04shbh,10,Q4547,United Kingdom,"['television actor', 'film actor', 'actor', 'voice actor', 'model', 'stage actor']"
William Moseley,18,M,4/27/1987,,/m/08vm2q,10,Q311143,United Kingdom,"['actor', 'film actor', 'acting coach']"
Georgie Henley,18,F,7/9/1995,,/m/097c18,10,Q228875,United Kingdom,"['actor', 'child actor', 'stage actor', 'film actor', 'director', 'writer']"
Shane Rangi,18,M,2/3/1969,,/m/09gxf7,10,Q326323,New Zealand,"['actor', 'film actor']"
Skandar Keynes,18,M,9/5/1991,,/m/092vqw,10,Q310089,United Kingdom,"['actor', 'political adviser']"
Anna Popplewell,18,F,12/16/1988,,/m/06nr75,10,Q229108,United Kingdom,"['actor', 'model', 'stage actor', 'film actor']"
Simon Pegg,18,M,2/14/1970,,/m/012x2b,10,Q238464,United Kingdom,"['actor', 'film producer', 'writer', 'screenwriter', 'voice actor', 'comedian', 'television actor']"
Bob Hoskins,18,M,10/26/1942,/m/09cqth,/m/015vq_,10,Q211283,United Kingdom,"['television actor', 'film actor', 'actor', 'film director', 'screenwriter', 'film producer', 'character actor', 'comedian', 'stage actor']"
Pierce Brosnan,18,M,5/16/1953,/m/03bkbh,/m/018p4y,10,Q81520,Republic of Ireland,"['actor', 'film producer', 'environmentalist', 'film actor', 'television actor', 'stage actor']"
Hugh Grant,16,M,9/9/1960,/m/0d7wh,/m/016xh5,10,Q163286,United Kingdom,"['film actor', 'film producer', 'stage actor', 'comedian', 'television actor']"
Morgan Freeman,16,M,6/1/1937,/m/0x67,/m/055c8,10,Q48337,United States of America,"['film producer', 'television actor', 'film director', 'aircraft pilot', 'character actor', 'stage actor', 'actor', 'television presenter', 'voice actor', 'beekeeper', 'television producer']"
Jim Carter,15,M,8/19/1948,,/m/0dgskx,10,Q976829,United Kingdom,"['actor', 'film actor', 'stage actor', 'lighting designer', 'television actor']"
Celia Imrie,15,F,7/15/1952,/m/02w7gg,/m/03j5kf,10,Q467502,United Kingdom,"['actor', 'comedian', 'stage actor', 'film actor', 'writer']"
Richard Briers,14,M,1/14/1934,,/m/014rqr,10,Q2734945,United Kingdom,"['actor', 'television actor', 'film actor', 'voice actor', 'stage actor']"
Lesley Manville,14,F,3/12/1956,/m/02w7gg,/m/0clvpg,10,Q444410,United Kingdom,"['voice actor', 'stage actor', 'film actor', 'actor']"
Christian Bale,13,M,1/30/1974,/m/02w7gg,/m/01wy5m,10,Q45772,United Kingdom,"['actor', 'film actor', 'voice actor', 'character actor', 'film producer', 'television actor']"
Jamie Campbell Bower,13,M,11/22/1988,,/m/03nwmp1,10,Q313283,United Kingdom,"['actor', 'film actor', 'singer', 'model', 'stage actor', 'television actor']"
Nigel Planer,13,M,2/22/1953,,/m/01k5r5,10,Q2232106,United Kingdom,"['screenwriter', 'television actor', 'film actor', 'comedian', 'writer', 'playwright', 'dub actor', 'novelist', 'singer']"
Mark Strong,13,M,8/30/1963,,/m/03h2d4,10,Q312712,United Kingdom,"['film actor', 'voice actor', 'stage actor', 'television actor']"
Ian Hart,13,M,10/8/1964,/m/02w7gg,/m/0561_m,10,Q336486,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Richard E. Grant,12,M,5/5/1957,/m/02w7gg,/m/01sp81,10,Q380856,United Kingdom,"['explorer', 'diarist', 'paleontologist', 'stage actor', 'film actor', 'film director', 'screenwriter', 'television actor', 'actor']"
Nick Frost,12,M,3/28/1972,/m/02w7gg,/m/04twtn,10,Q363400,United Kingdom,"['actor', 'comedian', 'writer', 'screenwriter', 'film actor', 'television actor']"
Frances de la Tour,12,F,7/30/1944,,/m/056891,10,Q233457,United Kingdom,"['stage actor', 'film actor', 'actor', 'voice actor']"
Selma Blair,12,F,6/23/1972,/m/041rx,/m/01mqh5,10,Q264748,United States of America,"['actor', 'film actor', 'television actor', 'voice actor']"
Seán McGinley,11,M,1956,,/m/02qyb8q,10,Q3752106,Republic of Ireland,"['actor', 'stage actor', 'television actor']"
Jennifer Saunders,11,F,7/6/1958,,/m/0mbjh,10,Q235415,United Kingdom,"['television actor', 'film actor', 'actor', 'comedian', 'screenwriter', 'autobiographer', 'teacher']"
Samantha Bond,11,F,11/27/1961,/m/02w7gg,/m/03pknm,10,Q238356,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Kate Beckinsale,10,F,7/26/1973,/m/02w7gg,/m/01pk8v,10,Q179414,United Kingdom,"['actor', 'film actor', 'model', 'stage actor']"
Dawn French,10,F,10/11/1957,/m/03bkbh,/m/01tzm9,10,Q236309,United Kingdom,"['comedian', 'novelist', 'writer', 'stage actor', 'film actor']"
Rowan Atkinson,9,M,1/6/1955,,/m/0djywgn,10,Q23760,United Kingdom,"['television actor', 'film actor', 'comedian', 'voice actor', 'stage actor', 'screenwriter', 'electrical engineer', 'actor', 'manufacturer', 'film producer']"
Shane Brolly,9,M,3/6/1970,,/m/09_cw9,10,Q370942,United States of America,"['actor', 'writer', 'film actor']"
Colin Salmon,9,M,12/6/1962,,/m/062gdd,10,Q460898,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Kelly Macdonald,9,F,2/23/1976,/m/03lmx1,/m/02tr7d,10,Q230383,United Kingdom,"['actor', 'film actor']"
Michael Maloney,9,M,6/19/1957,,/m/09jryt,10,Q861490,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Brian Blessed,9,M,10/9/1936,/m/02w7gg,/m/02p3j2,10,Q449118,United Kingdom,"['actor', 'television presenter', 'comedian', 'mountaineer', 'film director']"
Martin Freeman,8,M,9/8/1971,/m/02w7gg,/m/02fz3w,10,Q309486,United Kingdom,"['actor', 'television actor', 'film actor', 'voice actor', 'stage actor']"
Fernando Rey,8,M,9/20/1917,,/m/05lbhb,10,Q106743,Spain,['actor']
Doug Jones,8,M,5/24/1960,,/m/04gv3y,10,Q461309,United States of America,"['actor', 'television actor', 'film actor', 'contortionist']"
Aidan Quinn,8,M,3/8/1959,,/m/045c66,10,Q403902,United States of America,"['stage actor', 'film actor', 'television actor', 'film producer', 'theatrical director', 'actor']"
Patrick Malahide,7,M,3/24/1945,,/m/074rpz,10,Q377072,United Kingdom,"['actor', 'stage actor', 'film actor', 'screenwriter', 'television actor']"
Eduardo Fajardo,7,M,8/14/1924,,/m/04lh9pn,10,Q668759,Spain,"['actor', 'television actor', 'film actor', 'voice actor', 'stage actor']"
Phil Davis,7,M,7/30/1953,/m/02w7gg,/m/087_8r,10,Q915916,United Kingdom,"['film director', 'screenwriter', 'film actor', 'television actor']"
Ruth Sheen,7,F,1952,/m/02w7gg,/m/05b4hl8,10,Q436451,United Kingdom,"['actor', 'stage actor', 'film actor']"
Rik Mayall,7,M,3/7/1958,,/m/01_rvj,10,Q439095,United Kingdom,"['television actor', 'film actor', 'comedian', 'autobiographer', 'writer', 'director', 'screenwriter', 'stage actor']"
Gordon Jackson,7,M,12/19/1923,,/m/04j3q7,10,Q728867,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Cillian Murphy,7,M,5/25/1976,/m/0d7wh,/m/02fqwb,10,Q202589,Republic of Ireland,"['actor', 'screenwriter', 'composer', 'voice actor', 'musician', 'stage actor', 'film actor', 'television actor', 'disc jockey', 'television producer']"
William Fichtner,7,M,11/27/1956,,/m/06t74h,10,Q220335,United States of America,"['actor', 'character actor', 'television actor', 'film actor', 'voice actor', 'film producer']"
Nanette Newman,7,F,5/29/1934,,/m/0d6rht,10,Q1964578,United Kingdom,"['actor', 'author', 'writer', 'television presenter', 'film actor']"
Sophie Thompson,6,F,1/20/1962,/m/02w7gg,/m/06t61y,10,Q467362,United Kingdom,"['actor', 'stage actor', 'film actor']"
Cary Elwes,6,M,10/26/1962,/m/0152s7,/m/0219q,10,Q311093,United Kingdom,"['actor', 'voice actor', 'film producer', 'screenwriter', 'stage actor', 'film actor', 'television actor']"
Gabriel Byrne,6,M,5/12/1950,/m/03bkbh,/m/01j5sd,10,Q296616,Republic of Ireland,"['film director', 'film producer', 'screenwriter', 'stage actor', 'film actor', 'cook', 'author', 'teacher', 'writer', 'actor', 'television actor']"
Kristin Scott Thomas,6,F,5/24/1960,/m/02w7gg,/m/02l4rh,10,Q208590,France,"['character actor', 'stage actor', 'film actor', 'actor']"
Ian McNeice,6,M,10/2/1950,,/m/08_438,10,Q1655608,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Natasha Richardson,6,F,5/11/1963,/m/0d7wh,/m/02tk74,10,Q212545,United Kingdom,"['film actor', 'film producer', 'stage actor']"
Catherine Lacey,6,F,5/6/1904,,/m/0bwf8j,10,Q2941963,United Kingdom,"['stage actor', 'film actor']"
Rafe Spall,6,M,3/10/1983,,/m/06cptf,10,Q1190134,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Angeline Ball,6,F,1969,,/m/0d9kbf,10,Q530292,Republic of Ireland,"['actor', 'film actor']"
Tom Hardy,6,M,9/15/1977,/m/02w7gg,/m/05xf75,10,Q208026,United Kingdom,"['screenwriter', 'stage actor', 'film actor', 'model', 'executive producer', 'film producer', 'television actor', 'actor']"
Stephen Graham,6,M,8/3/1973,/m/02w7gg,/m/08w7vj,10,Q442547,United Kingdom,"['actor', 'film actor', 'television actor']"
Nicholas Farrell,6,M,1955,/m/02w7gg,/m/0d_n28,10,Q2133840,United Kingdom,"['actor', 'television actor']"
Martin Savage,6,M,,/m/0d7wh,/m/02rbf04,10,Q6776529,United Kingdom,"['actor', 'film actor', 'television actor']"
Alun Armstrong,6,M,7/17/1946,/m/02w7gg,/m/06_xf8,10,Q447933,United Kingdom,"['actor', 'character actor', 'stage actor', 'film actor', 'television actor']"
Guy Henry,6,M,10/17/1960,/m/0d7wh,/m/0b8qq0,10,Q528314,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Dominic West,6,M,10/15/1969,/m/02w7gg,/m/0686zv,10,Q313020,United Kingdom,"['actor', 'stage actor', 'film actor', 'film director', 'musician', 'film producer', 'television director', 'television actor']"
Laura Linney,6,F,2/5/1964,,/m/020_95,10,Q223281,United States of America,"['television actor', 'film actor', 'character actor', 'stage actor', 'actor']"
Vicky McClure,6,F,5/8/1983,/m/02w7gg,/m/02r8gg9,10,Q434201,United Kingdom,"['actor', 'model', 'film actor']"
Nigel Davenport,6,M,5/23/1928,,/m/0b3y_4,10,Q1064691,United Kingdom,"['actor', 'trade unionist', 'stage actor', 'film actor', 'television actor']"
Alan Devlin,6,M,1947,,/m/09lj6sd,10,Q16019035,Republic of Ireland,"['actor', 'stage actor']"
Nigel Terry,5,M,8/15/1945,/m/0d7wh,/m/09bt1_,10,Q730583,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Liz Smith,4,F,12/11/1921,,/m/04r6xf,10,Q291438,United Kingdom,"['film actor', 'actor']"
Maximilian Schell,4,M,12/8/1930,/m/025_0f0,/m/015dqj,10,Q153018,Switzerland,"['film director', 'film producer', 'autobiographer', 'screenwriter', 'stage actor', 'film actor', 'actor']"
Gerald Sim,4,M,2/4/1925,,/m/027k130,10,Q5549581,United Kingdom,"['actor', 'television actor']"
William Hurt,4,M,3/20/1950,/m/02ctzb,/m/016khd,10,Q105825,United States of America,"['film actor', 'voice actor', 'stage actor', 'television actor', 'film producer']"
Kathy Burke,4,F,6/13/1964,,/m/02v5v8,10,Q444306,United Kingdom,"['actor', 'comedian', 'stage actor', 'film actor', 'screenwriter']"
Joe Don Baker,4,M,2/12/1936,,/m/03tl1k,10,Q962579,United States of America,"['actor', 'television actor', 'film actor']"
Ben Whishaw,4,M,10/14/1980,/m/02w7gg,/m/05mk08,10,Q342617,United Kingdom,"['stage actor', 'television actor', 'film actor', 'voice actor', 'actor']"
José Nieto,4,M,1942,,/m/04jdq71,10,Q1709539,Spain,"['actor', 'composer', 'film score composer']"
Rupert Graves,4,M,6/30/1963,/m/02w7gg,/m/072dh7,10,Q472216,United Kingdom,"['actor', 'stage actor', 'film actor', 'film director', 'screenwriter', 'television actor']"
Shawn Hatosy,4,M,12/29/1975,/m/08hpk0,/m/09ghbq,10,Q723027,United States of America,"['television actor', 'film actor']"
Julian Wadham,3,M,8/7/1958,,/m/03wbg3r,10,Q1354565,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Nigel Green,3,M,10/15/1924,/m/0d7wh,/m/0dv23l,10,Q721256,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
John Simm,3,M,7/10/1970,,/m/025dmd6,10,Q443327,United Kingdom,"['actor', 'stage actor', 'film actor', 'guitarist', 'television actor']"
John Standing,3,M,8/16/1934,/m/02w7gg,/m/0ckrdp,10,Q850596,United Kingdom,"['film actor', 'television actor']"
Roger Rees,3,M,5/5/1944,/m/06gbnc,/m/0499t3,10,Q1750774,United Kingdom,"['television actor', 'film actor', 'stage actor', 'theatrical director']"
Penelope Wilton,3,F,6/3/1946,,/m/017gxw,10,Q544165,United Kingdom,"['television actor', 'film actor', 'stage actor']"
James McAvoy,3,M,4/21/1979,/m/03lmx1,/m/06mnps,10,Q193659,Scotland,"['television actor', 'film actor', 'voice actor', 'stage actor', 'actor', 'television presenter']"
Sophia Myles,3,F,3/18/1980,,/m/05lpzr,10,Q229156,United Kingdom,"['actor', 'television actor', 'film actor', 'stage actor']"
Greg Kinnear,3,M,6/17/1963,/m/07hwkr,/m/02t_st,10,Q269869,United States of America,"['actor', 'television actor', 'film actor', 'journalist', 'screenwriter', 'film producer', 'voice actor', 'film director']"
Eva Green,3,F,7/5/1980,/m/03ts0c,/m/02tt1k,10,Q191644,France,"['composer', 'actor', 'model', 'television actor']"
Roger Lloyd Pack,3,M,2/8/1944,/m/0g96wd,/m/02px6m,10,Q935153,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Jay O. Sanders,3,M,4/16/1953,,/m/0271cm0,10,Q1319653,United States of America,"['stage actor', 'television actor', 'film actor']"
Danny Huston,3,M,5/14/1962,,/m/07vc_9,10,Q357762,Italy,"['television director', 'film director', 'television actor', 'film actor']"
John Wood,3,M,7/5/1930,,/m/04y9dk,10,Q599439,United Kingdom,"['stage actor', 'film actor']"
Oscar Homolka,3,M,1898-08-12,/m/041rx,/m/04xbhp,10,Q79044,United States of America,"['actor', 'stage actor', 'film actor']"
Tony Robinson,3,M,8/15/1946,,/m/0fwxm,10,Q2593718,United Kingdom,"['television producer', 'television actor', 'film actor', 'comedian', 'novelist', ""children's writer"", 'television presenter']"
Natasha Little,3,F,10/2/1969,,/m/026w9_3,10,Q275360,United Kingdom,"['stage actor', 'film actor']"
Corin Redgrave,3,M,7/16/1939,,/m/04y44g,10,Q380884,United Kingdom,"['writer', 'playwright', 'political activist', 'stage actor', 'film actor', 'television actor']"
Felicity Jones,3,F,10/17/1983,/m/02w7gg,/m/0cb7s6,10,Q234447,United Kingdom,"['actor', 'child actor', 'film actor', 'executive producer', 'voice actor']"
Gino Pernice,3,,,,/m/0bx63x4,10,Q3106819,Italy,"['actor', 'television actor']"
Deep Roy,3,M,12/1/1957,,/m/06y7fb,10,Q464746,Kenya,"['actor', 'writer', 'puppeteer', 'stunt performer']"
Jeffrey Wright,3,M,12/7/1965,/m/0x67,/m/059_gf,10,Q343059,United States of America,"['stage actor', 'film actor', 'television actor', 'film producer']"
Joely Richardson,3,F,1/9/1965,/m/02ctzb,/m/03f4w4,10,Q234131,United Kingdom,"['actor', 'stage actor', 'film actor']"
Marton Csokas,3,M,6/30/1966,/m/02jvpv,/m/03k8_c,10,Q315118,New Zealand,"['actor', 'film actor', 'television actor']"
