Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description
Katharine Hepburn,15,F,1907-05-12,,/m/0bw87,1,Q56016,American actress (1907-2003)
Martha Raye,15,F,1916-08-27,,/m/01ppr7_,1,Q435236,American comic actress and singer (1916-1994)
James Gleason,15,M,1882-05-23,,/m/04x9b0,1,Q49108,"US private university in Cambridge, MA (founded 1861)"
Natalie Schafer,15,F,1900-11-05,,/m/02g_b8,1,Q254588,American actress (1900-1991)
Russell Johnson,15,M,1924-11-10,,/m/03scp0,1,Q1387828,American television and film actor
Raymond Massey,15,M,1896-08-30,,/m/012j5h,1,Q531461,canadian-american actor (1896-1983)
Lena Horne,15,F,1917-06-30,/m/0x67,/m/01n44c,1,Q1086,chemical element with symbol Ru and atomic number 44
Warner Oland,15,M,1879-10-03,,/m/0447ft,1,Q23957,Swedish American actor (1879-1938)
John Hoyt,14,M,1905-10-05,,/m/081z2l,1,Q1700513,"1905–1991; American film, stage, and television actor"
Joey Zimmerman,14,M,1986-06-10,/m/041rx,/m/061wbb,1,Q328921,American actor
Johnny Sheffield,14,M,1931-04-11,,/m/0310rp,1,Q962024,American actor (1931-2010)
Pat Brady,14,M,1914-12-31,,/m/05zbj9,1,Q7143236,American actor (1914-1972)
Frankie Darro,14,M,1917-12-22,,/m/06b2ht,1,Q1445069,actor (1917-1976)
Judith Hoag,14,F,1968-06-29,,/m/0d4zb6,1,Q271866,US actress
Ruby Keeler,14,F,1910-08-25,,/m/019wrj,1,Q272092,"American actress, dancer, and singer (1910-1993)"
Richard Bakalyan,14,M,1931-01-29,,/m/02pj61d,1,Q3550929,American actor (1931-2015)
Jay C. Flippen,14,M,1899-03-06,,/m/06plnr,1,Q330847,American actor (1899-1971)
Gordon MacRae,13,M,1921-03-12,,/m/01m2gwz,1,Q1153004,"American actor, singer (1921-1986)"
Billy De Wolfe,13,M,1907-02-18,,/m/0279f4k,1,Q4912445,American actor (1907-1974)
Veronica Lake,13,F,1922-11-14,/m/033tf_,/m/01xm6k,1,Q84232,American actress (1922–1973)
Sally Payne,13,F,1912-09-05,,/m/043ntqz,1,Q7405250,American actress (1912-1999)
Steve McQueen,13,M,1930-03-24,/m/07bch9,/m/012cj0,1,Q913672,"modern art museum in San Francisco, California, USA"
Charles Drake,13,M,1917-10-02,,/m/02w8sd,1,Q957063,American actor (1917-1994)
Arthur Kennedy,13,M,1914-02-17,,/m/014kg4,1,Q351838,American stage and film actor (1914-1990)
Edmund Gwenn,13,M,1877-09-26,,/m/03bpcj,1,Q344750,British actor
Billy Barty,13,M,1924-10-25,,/m/02y3dh,1,Q716319,American film actor (1924-2000)
Raymond Walburn,13,M,1887-09-09,,/m/0f_6zq,1,Q262373,actor (1887-1969)
Elsa Lanchester,13,F,1902-10-28,,/m/015g36,1,Q233009,British-American actress (1902–1986)
George Bancroft,13,M,1882-09-30,,/m/03jl2r,1,Q618616,American actor (1882–1956)
Wade Boteler,13,M,1888-10-03,,/m/02x2pfc,1,Q3564975,actor
Jon Hall,13,M,1915-02-23,,/m/05dtr6,1,Q585953,American actor (1915-1979)
Paulette Goddard,13,F,1910-06-03,,/m/01_2n6,1,Q49212,"public research university in College Station, Texas, United States"
Robert Vaughn,13,M,1932-11-22,,/m/01hbq0,1,Q314834,American actor (1932-2016)
Angela Lansbury,13,F,1925-10-16,/m/0d7wh,/m/0161h5,1,Q206856,Irish-British and American actress (1925–2022)
Elisha Cook Jr.,13,M,1903-12-26,,/m/05c934,1,Q1330714,American actor (1903-1995)
Angie Dickinson,13,F,1931-09-30,,/m/02lyx4,1,Q235989,American actress
Arthur Treacher,13,M,1894-07-23,,/m/020csj,1,Q711731,English actor (1894–1975)
Ray Collins,13,M,1889-12-10,,/m/06ybgd,1,Q1550341,American actor (1889-1965)
Dan Duryea,13,M,1907-01-23,,/m/05c1cm,1,Q1159055,actor (1907-1968)
Edward Brophy,13,M,1895-02-27,,/m/05rg82,1,Q987741,American actor and comedian (1895-1960)
Mona Freeman,13,F,1926-06-09,,/m/074yjn,1,Q275779,American actress (1926-2014)
Wallace Reid,13,M,1891-04-15,,/m/03q8vb,1,Q947766,"American actor, film director and screenwriter (1891-1923)"
Kimberly J. Brown,12,F,1984-11-16,,/m/05vf0s,1,Q125447,American actress
William Haines,12,M,1900-01-02,,/m/02qq68,1,Q668993,"American actor, interior designer (1900-1973)"
Lucile Watson,12,F,1879-05-27,,/m/079qlq,1,Q267829,actress (1879-1962)
Lynne Overman,12,M,1887-09-19,,/m/0h160n,1,Q3269588,American actor (1887-1943)
Tom Laughlin,12,M,1931-08-10,,/m/03zwzt,1,Q718935,American actor and political activist (1931-2013)
Clara Bow,12,F,1905-07-29,,/m/0qksf,1,Q234640,American actress and sex-symbol (1905-1965)
Murray Hamilton,12,M,1923-03-24,,/m/06_3vs,1,Q978706,American actor (1923–1986)
Shirley Jean Rickert,12,F,1926-03-25,,/m/0gz83t,1,Q2493657,Film actress (1926-2009)
Jean Peters,12,F,1926-10-15,,/m/04q3w0,1,Q11573,SI unit of length
Robert Preston,12,M,1918-06-08,,/m/02l5mv,1,Q451811,American actor (1918-1987)
Pauline Moore,12,F,1914-06-14,,/m/03d93my,1,Q9057087,actress (1914-2001)
Emily Roeske,12,F,1991-07-15,,/m/0h3gcy,1,Q5966653,1997 single by Big Pun
Morris Ankrum,12,M,1896-08-28,,/m/0c8fy1,1,Q2421148,American radio/television/film character actor
O. J. Simpson,12,M,1947-07-09,/m/0x67,/m/016mbz,1,Q44473,American football player and felon (born 1947)
Loretta Young,12,F,1913-01-06,,/m/01934k,1,Q253384,American actress (1913–2000)
Moroni Olsen,12,M,1889-06-27,,/m/0g6zr3,1,Q1848730,actor (1889-1954)
Denver Pyle,12,M,1920-05-11,,/m/036t_f,1,Q1189988,American actor (1920-1997)
Blanche Sweet,12,F,1896-06-18,,/m/07y9rp,1,Q267718,American actress
Anita Page,12,F,1910-08-04,,/m/02tg57,1,Q283342,American actress (1910-2008)
Priscilla Presley,12,F,1945-05-24,/m/063k3h,/m/01dml6,1,Q14041,galaxy in the Virgo Galactic Cluster
Edna May Oliver,12,F,1883-11-09,,/m/04bjn7,1,Q242548,American actress (1883-1942)
Edmond O'Brien,12,M,1915-09-10,,/m/03bpn6,1,Q119935,actor (1915-1985)
Ed Williams,12,M,,,/m/01xrv53,1,Q1282555,American actor
Michael McGreevey,12,M,1948-02-07,,/m/0dm3jpl,1,Q3308371,American actor
Gene Nelson,12,M,1920-03-24,,/m/09cz9s,1,Q1501413,"American actor, dancer, screenwriter, director (1920-1996)"
Binnie Barnes,12,F,1903-05-25,/m/041rx,/m/074n6v,1,Q447612,English actress (1903-1998)
William Holden,12,M,1918-04-17,,/m/012v9y,1,Q95002,American actor (1918-1981)
James Coburn,12,M,1928-08-31,,/m/01337_,1,Q55409254,painting by Ukjent kunstner
Walter Huston,12,M,1883-04-05,,/m/012dtw,1,Q162621,Canadian actor and singer
Marcel Dalio,12,M,1900-07-17,/m/041rx,/m/07hp1y,1,Q1893008,actor (1900-1983)
Carole Lombard,12,F,1908-10-06,,/m/0c2ry,1,Q139038,genus of plants
Susan Hayward,12,F,1917-06-30,/m/065b6q,/m/01938t,1,Q248837,American actress (1917–1975)
Rod Steiger,12,M,1925-04-14,,/m/0gm34,1,Q273215,American actor (1925–2002)
Jeanette MacDonald,11,F,1903-06-18,,/m/02hs3p,1,Q237030,American singer and actress (1903-1965)
James Arness,11,M,1923-05-26,/m/09zyn5,/m/036jp8,1,Q470190,"American actor, best known for portraying Marshal Matt Dillon for 20 years in the CBS television series ""Gunsmoke"" (1923–2011)"
Don Ameche,11,M,1908-05-31,,/m/02l0xc,1,Q310413,American actor (1908-1993)
Gerald Hamer,11,,1886-11-16,,/m/0cgryl7,1,,
Joanne Woodward,11,F,1930-02-27,,/m/01bj6y,1,Q962,sovereign state in West Africa
Lafe McKee,11,M,1872-01-23,,/m/02wbvgd,1,Q3216092,actor (1872-1959)
Victor Sen Yung,11,M,1915-10-18,,/m/04cvwk,1,Q1229342,American actor (1915-1980)
Marjorie Main,11,F,1890-02-24,,/m/02h71m,1,Q445018,actress (1890-1975)
Lynne Roberts,11,F,1922-11-22,,/m/06_t89,1,Q15504160,Film actress (1922-1978)
Julius Tannen,11,M,1880-05-16,,/m/0h2gfq,1,Q607389,American comedian
Benson Fong,11,M,1916-10-10,/m/0d2by,/m/03r2xh,1,Q2896707,American actor (1916-1987)
Alexis Smith,11,F,1921-06-08,,/m/03wg5w,1,Q621977,standards organization
Clayton Moore,11,M,1914-09-14,,/m/03y6y2,1,Q2978740,actor (1914-1999)
David Manners,11,M,1900-04-30,,/m/04d782,1,Q359463,Canadian-born American actor (1900-1998)
Roland Young,11,M,1887-11-11,,/m/04jy08,1,Q1371212,actor (1887-1953)
Chill Wills,11,M,1902-07-18,,/m/04yn6q,1,Q1072969,actor (1902-1978)
Janet Gaynor,11,F,1906-10-06,,/m/0cf3c,1,Q248,American semiconductor chip manufacturer
Charles Grapewin,10,M,1869-12-20,,/m/04_b5q,1,Q920018,American actor (1869-1956)
Christopher George,10,M,1931-02-25,,/m/07pkpm,1,Q175908,American actor
Arthur O'Connell,10,M,1908-03-29,,/m/04yn21,1,Q710888,"American actor; acting on stage, film and television; Oscar nominee (1908-1981)"
Slim Summerville,10,M,1892-07-10,,/m/0gdjzf,1,Q2294197,actor & Director (1892-1946)
Jeffrey Lynn,10,M,1909-02-16,,/m/04ykm7,1,Q1686466,American actor
Wendell Corey,10,M,1914-03-20,,/m/057k43,1,Q1340156,American actor and politician (1914-1968)
William A. Wellman,10,M,1896-02-29,,/m/06n9lt,1,Q290962,"American director, actor (1896-1975)"
Carmen Miranda,10,F,1909-02-09,,/m/0ddlf,1,Q121655,Portuguese-Brazilian actress and singer
Gale Page,10,F,1913-07-29,,/m/04yk_2,1,Q460796,American actress (1913-1983)
Anne Gwynne,10,F,1918-12-10,,/m/09rxfb,1,Q3617943,American actress (1918–2003)
Edmund Cobb,10,M,1892-06-23,,/m/03c9pcl,1,Q3048088,actor (1892-1974)
Kay Hughes,10,F,1914-01-16,,/m/026w36w,1,Q6380208,American actress
Willard Robertson,10,M,1886-01-01,,/m/0415v68,1,Q3568320,American actor and writer (1886-1948)
Victor Francen,10,M,1888-08-05,,/m/027fmr_,1,Q1383724,Belgian actor
María Montez,10,F,1912-06-06,/m/027vy0s,/m/02s9tl,1,Q296283,Dominican actress (1912-1951)
Vera Miles,10,F,1930-08-23,,/m/03lnqj,1,Q237864,American actress
Joan Bennett,10,F,1910-02-27,,/m/02m30v,1,Q159758,English painter and draftsman (c.1775–1851)
Robert Cummings,10,M,1910-06-09,,/m/04qxvw,1,Q366678,American film and television actor (19__-1990)
Margaret Sullavan,10,F,1909-05-16,,/m/018qlp,1,Q238036,American actress
Tim Conway,10,M,1933-12-15,,/m/01nrgq,1,Q1304952,American actor and comedian (1933–2019)
David McCallum,10,M,1933-09-19,,/m/01wgx4,1,Q313023,Scottish actor
Jane Wyman,10,F,1917-01-05,,/m/01933d,1,Q95055,American actress (1917–2007)
Helen Westley,10,F,1875-03-28,,/m/02vxb1m,1,Q276100,actress (1875-1942)
Eleanor Boardman,10,F,1898-08-19,,/m/03xyt2,1,Q447601,American film actress (1898-1991)
Renée Adorée,10,F,1898-09-30,,/m/02l53h,1,Q28092338,painting by L.M.H. Franssen
Wendy Barrie,10,F,1912-04-18,,/m/0870zb,1,Q449766,English actress (1912-1978)
Conrad Nagel,10,M,1897-03-16,,/m/06wnf6,1,Q1126956,actor (1897-1970)
Farley Granger,10,M,1925-07-01,,/m/03tnq5,1,Q240076,American actor
Barney Furey,10,M,1886-09-07,,/m/03c56dw,1,Q4861721,American film actor
J. Edward Bromberg,10,M,1903-12-25,,/m/06p6pc,1,Q3156798,actor (1903-1951)
Harry Davenport,10,M,1866-01-19,,/m/0266wpg,1,Q744955,American actor (1866–1949)
George C. Scott,10,M,1927-10-18,/m/02ctzb,/m/0l786,1,Q786,island sovereign state in the Caribbean Sea
Harry Cording,9,M,1891-04-26,,/m/03y8mf2,1,Q1276956,British actor (1891-1954)
Jane Powell,9,F,1929-04-01,,/m/01tn1yy,1,Q260099,"American actress, dancer, and singer (1929-2021)"
Dave Sharpe,9,M,1910-02-02,,/m/02x5ztx,1,Q5239679,stunt performer (1910-1980)
Kevin Sorbo,9,M,1958-09-24,,/m/0jt9z,1,Q313655,"American actor, director and producer"
Laird Cregar,9,M,1913-07-28,/m/07bch9,/m/05g95h,1,Q918677,actor
Brian Keith,9,M,1921-11-14,,/m/02zyq6,1,Q710862,actor (1921-1997)
Dorothy Malone,9,F,1925-01-30,,/m/033p3_,1,Q230126,American actress (1924-2018)
George Meeker,9,M,1904-03-05,,/m/0f8463,1,Q3101763,American actor
Chubby Johnson,9,M,1903-08-13,,/m/0fqqcz,1,Q5115269,American actor
Tim Spencer,9,M,1908-07-13,,/m/0ddbqx2,1,Q7804324,singer and actor (1908-1974)
Irene Dunne,9,F,1898-12-20,,/m/0183xv,1,Q230099,American actress (1898-1990)
Robert Armstrong,9,M,1890-11-20,,/m/08c1f5,1,Q1470,Dutch graphic artist (1898–1972)256
Jay Silverheels,9,M,1912-05-26,/m/01sq7s,/m/019wrw,1,Q981630,film actor (1912-1980)
Hugh Farr,9,M,1903-12-06,,/m/0gcfvqk,1,,
Mary Philips,9,F,1901-01-23,,/m/04664ng,1,Q275428,American stage actor (1901-1975)
Eric Linden,9,M,1909-09-15,/m/065b6q,/m/0gn989,1,Q4261959,American actor (1909-1994)
Marjorie Rambeau,9,F,1889-07-15,,/m/079q2l,1,Q455912,American actress
Cecilia Parker,9,F,1914-04-26,,/m/02q7wxb,1,Q2943731,Canadian-American actress (1914–1993)
Pierre Watkin,9,M,1889-12-29,,/m/025vrx_,1,Q3387342,actor (1889-1960)
Ann Sothern,9,F,1909-01-22,,/m/02l0sf,1,Q235289,American actress (1909–2001)
Sabu Dastagir,9,M,1924-01-27,/m/01336l,/m/06k5vz,1,Q12456579,
Fay Bainter,9,F,1893-12-07,,/m/018qkz,1,Q152888,American actress (1893-1968)
Lucien Littlefield,9,M,1895-08-16,,/m/027j98h,1,Q3265616,American actor (1895–1960)
Leonid Kinskey,9,M,1903-04-18,,/m/02rzk21,1,Q1819392,American actor (1903-1998)
Henry Jones,9,M,1912-08-01,,/m/07vtjp,1,Q1375484,"American actor of stage, film and television"
Dick Foran,9,M,1910-06-18,,/m/0f2wdc,1,Q1209649,actor (1910-1979)
Stefanie Powers,9,F,1942-11-02,,/m/04mn7m,1,Q256474,"actress, singer, equestrienne, animal rights activist"
Joey Bishop,9,M,1918-02-03,/m/041rx,/m/02vz3r,1,Q186292,American entertainer (1918–2007)
Bob Kortman,9,M,1887-12-24,,/m/02x274f,1,Q2907726,American actor (1887-1967)
Paul Cavanagh,9,M,1888-12-08,,/m/03gw1kz,1,Q3045703,actor (1888-1964)
Gordon Jones,9,M,1911-04-05,,/m/0gn605,1,Q2502092,American actor
Miles Mander,9,M,1888-05-14,,/m/0kr_dg,1,Q1237389,English actor (1888-1946)
Madeleine Carroll,9,F,1906-02-26,,/m/01q6jy,1,Q242656,English actress (1906–1987)
Arthur Hohl,9,M,1889-05-21,,/m/0d3nx3,1,Q2865150,American actor (1889-1964)
May Robson,9,F,1858-04-19,,/m/01845d,1,Q259600,Australian-born American actress (1858-1942)
Cameron Mitchell,9,M,1918-11-04,,/m/07tvwy,1,Q493340,American actor (1918–1994)
Anita Ekberg,9,F,1931-09-29,/m/06mvq,/m/03nk14,1,Q230662,Swedish actress (1931-2015)
Noble Johnson,9,M,1881-04-18,/m/0x67,/m/0286sg_,1,Q1308273,African-American actor and film producer (1881-1978)
Connie Gilchrist,9,F,1901-02-06,,/m/03nrbbn,1,Q510642,American actress
Richard Arlen,9,M,1899-09-01,,/m/05bwd6,1,Q861426,actor
Mike Mazurki,9,M,1907-12-25,,/m/06djgd,1,Q1859510,American actor and professional wrestler (1907-1990)
Scott Wilson,9,M,1942-03-29,,/m/0gm8_p,1,Q718135,American film and television actor (1942-2018)
Karen Morley,9,F,1909-12-12,,/m/033jd0,1,Q439668,American film actress (1909-2003)
Geraldine Fitzgerald,9,F,1913-11-24,,/m/04xq36,1,Q236396,Irish-American actress (1913–2005)
Lumsden Hare,9,M,1874-10-17,,/m/06zrdkc,1,Q3267394,"actor, director"
Margaret Lindsay,9,F,1910-09-19,,/m/080bms,1,Q272061,American actress (1910-1981)
Ken Curtis,9,M,1916-07-02,,/m/032y22,1,Q949696,American actor and singer (1916–1991)
Merle Oberon,9,F,1911-02-19,,/m/017tkv,1,Q230958,British actress (1911-1979)
Rosalind Russell,9,F,1907-06-04,/m/033tf_,/m/018qpb,1,Q233854,American actress (1907–1976)
Jim Brown,9,M,1936-02-17,/m/0x67,/m/02bf2s,1,Q927916,"American football running back, Pro Football Hall of Famer"
Warren Beatty,9,M,1937-03-30,,/m/0gyx4,1,Q7901958,Judo technique
Janet Leigh,9,F,1927-07-06,,/m/01hkck,1,Q205314,American actress
Linda Darnell,9,F,1923-10-16,,/m/02c7y8,1,Q159758,English painter and draftsman (c.1775–1851)
Theodore Roberts,9,M,1861-10-08,,/m/0grjc6,1,Q1384458,American film and stage actor (1861-1928)
Larry Storch,9,M,1923-01-08,,/m/02n5qy,1,Q1399557,American comedian
Ramón Novarro,9,M,1899-02-06,/m/09k5jvk,/m/02qhrg,1,Q5147044,genus of Cyanobacteria
Cornel Wilde,9,M,1912-10-13,/m/041rx,/m/01380_,1,Q55434115,painting by Maerten Boelema de Stomme
Charles Bickford,9,M,1891-01-01,,/m/0438dl,1,Q710538,actor
Jerry Colonna,9,M,1904-09-17,,/m/01vgx3r,1,Q923250,"American musician, actor and comedian (1904-1986)"
Jimmy Conlin,9,M,1884-10-14,,/m/0bqqvw,1,Q3179026,American actor (1884-1962)
Willis Bouchey,9,M,1907-05-24,,/m/0h66tr,1,Q2581539,American actor (1907-1977)
Melvyn Douglas,9,M,1901-04-05,/m/041rx,/m/015gy7,1,Q312084,American actor (1901-1981)
Anthony Caruso,9,M,1916-04-07,,/m/03qldby,1,Q2852826,"film, television actor (1916-2003)"
Joan Woodbury,9,F,1915-12-17,,/m/03h2qbr,1,Q3179630,American actress (1915-1989)
Henry Travers,9,M,1874-03-05,,/m/04x9c1,1,Q960050,british-american actor
Montagu Love,9,M,1877-03-15,,/m/0ks3qz,1,Q960510,British actor
Nelson Eddy,9,M,1901-06-29,,/m/01jqthq,1,Q562641,"American actor, operatic baritone (1901–1967)"
Priscilla Lane,9,F,1915-06-12,,/m/05nt008,1,Q13575399,American actress (1915-1995)
Yvonne De Carlo,9,F,1922-09-01,,/m/033hwk,1,Q286339,"Canadian-born American actress, dancer and singer (1922-2007)"
Judith Anderson,9,F,1897-02-10,,/m/02cl24,1,Q15646788,chemical compound
Audie Murphy,9,M,1924-06-20,,/m/01_nh0,1,Q4087,"chemical compound, NH₃"
Cheeta,8,,,,/m/0hpddvb,1,,
James Stephenson,8,M,1889-04-14,,/m/04x94m,1,Q727015,British-American actor (1889-1941)
John Agar,8,M,1921-01-31,,/m/0793q6,1,Q593286,American actor (1921-2002)
Sheila Terry,8,F,1910-03-05,,/m/02w9x90,1,Q159758,English painter and draftsman (c.1775–1851)
Luis Alberni,8,M,1886-10-04,,/m/09753p,1,Q3266586,actor (1886-1962)
Marjorie Reynolds,8,F,1917-08-12,,/m/07ks67,1,Q3293960,actress (1917-1997)
Rita Hayworth,8,F,1918-10-17,/m/033tf_,/m/01pl9g,1,Q36,country in Central Europe
Charles Farrell,8,M,1901-08-09,,/m/0cwj7d,1,Q1064346,American actor
Frankie Marvin,8,M,1904-01-27,,/m/0gbyyvr,1,,
Yul Brynner,7,M,1920-07-11,/m/041rx,/m/0gqrb,1,Q102813,Russian-born actor (1920–1985)
Ralph Bellamy,7,M,1904-06-17,,/m/02l101,1,Q364135,actor (1904-1991)
Margaret O'Brien,7,F,1937-01-15,,/m/03d9sv,1,Q241273,"American film, television and stage actress"
Lee J. Cobb,7,M,1911-12-08,/m/041rx,/m/02_pft,1,Q348351,American actor (1911-1976)
Danny Kaye,7,M,1913-01-18,/m/041rx,/m/02h48,1,Q165005,group of religious orders within the Catholic Church (1209-1517)
J. T. Walsh,7,M,1943-09-28,,/m/034zc0,1,Q502128,American actor
Anna May Wong,7,F,1905-01-03,/m/0d2by,/m/03bx1r,1,Q232376,Chinese American actress
Gig Young,7,M,1913-11-04,,/m/03bqwc,1,Q344758,American actor (1913-1978)
Howard Keel,7,M,1919-04-13,,/m/01mq34p,1,Q325427,American actor and singer (1919-2004)
Estelita Rodriguez,7,F,1928-07-02,,/m/0gbx3b6,1,Q3058884,actress (1928-1966)
Lauren Bacall,7,F,1924-09-16,/m/048z7l,/m/01mqz0,1,Q104000,American actress born (1924 to 2014)
Gene Evans,7,M,1922-07-11,,/m/079gmy,1,Q966420,actor (1922-1998)
Joanne Dru,7,F,1922-01-31,,/m/04qc1y,1,Q240250,American film and television actress (1922-1996)
Philip Ahn,7,M,1905-03-29,,/m/05r10m,1,Q1321739,Korean-American actor (1905-1978)
Richard Loo,7,M,1903-10-01,,/m/02qm0l0,1,Q352701,actor (1903-1983)
Jason Robards,7,M,1922-07-26,,/m/01tcf7,1,Q296630,American actor (1922-2000)
Fess Parker,7,M,1924-08-16,,/m/03zzzq,1,Q553575,American actor (1924-2010)
Wayne Morris,7,M,1914-02-17,,/m/088cqg,1,Q357367,American actor
Ian Hunter,7,M,1900-06-13,,/m/0h4dg9,1,Q477361,British actor
Anthony Perkins,7,M,1932-04-04,,/m/016dgz,1,Q193146,"American actor, director, and singer (1932-1992)"
Jennifer Jones,7,F,1919-03-02,,/m/0hqdr,1,Q189895,American actress (1919–2009)
Ludwig Stössel,7,M,1883-02-12,,/m/02pnv8t,1,Q86348,actor (1883-1973)
D'Urville Martin,7,M,1939-02-11,/m/0x67,/m/0bwh6b,1,Q5203179,African American blaxsploitation actor/director (1939-1984)
Wally Wales,7,M,1895-11-13,,/m/02x6kb0,1,Q7963507,American actor (1895–1980)
Richard Conte,7,M,1910-03-24,,/m/033wfz,1,Q734043,American actor (1910-1975)
Cliff Edwards,7,M,1895-06-14,,/m/01mgdm3,1,Q950376,"American recording artist; musician, singer, actor and voice actor (1895-1971)"
William Lundigan,7,M,1914-06-12,,/m/03gwybn,1,Q1982192,actor (1914-1975)
Brenda Joyce,7,F,1917-02-25,,/m/08hj0p,1,Q269926,American film actress (1917-2009)
Claire Trevor,7,F,1910-03-08,/m/03bkbh,/m/01_lby,1,Q233850,American actress (1910–2000)
Wallace Ford,7,M,1898-02-12,,/m/06fx38,1,Q1704485,actor (1898-1966)
Robert Keith,7,M,1898-02-10,,/m/045lwq,1,Q1385393,American actor (1898-1966)
Fuzzy Knight,7,M,1901-05-09,,/m/02x3c65,1,Q3091328,American film actor (1901-1976)
Alan Hewitt,7,M,,,/m/0jx0_w,1,Q598320,"American film, television and stage actor (1915-1986)"
Mildred Natwick,7,F,1905-06-19,,/m/09px0t,1,Q240217,American actress (1905-1994)
Gale Sondergaard,7,F,1899-02-15,/m/0dqqwy,/m/02rwj9,1,Q233845,American actress (1899-1985)
Charles Arnt,7,M,1906-08-20,,/m/02x707b,1,Q177094,chemical compound
ZaSu Pitts,7,F,1894-01-03,,/m/01lr4p,1,Q136646,actress (1894-1963)
Glenda Farrell,7,F,1904-06-30,,/m/033q_9,1,Q272083,actress (1904-1971)
Stuart Whitman,7,M,1928-02-01,,/m/015dqz,1,Q470998,American actor (1928-2020)
Paul Henreid,7,M,1908-01-10,/m/019lrz,/m/02m2wp,1,Q93467,Austrian-American actor and film director
Pal,7,,,,/m/05tf4t,1,Q7126106,Rough Collie dog
Walter Abel,7,M,1898-06-06,,/m/02rr7_,1,Q2456207,judoka
George Barbier,7,M,1864-11-19,,/m/080k1hc,1,Q3101412,American actor
Gene Reynolds,6,M,1923-04-04,,/m/08qvhv,1,Q540613,"American actor, producer, writer, director (1923-2020)"
Carroll Baker,6,F,1931-05-28,/m/022dp5,/m/01b17y,1,Q233891,American actress
Anne Nagel,6,F,1915-09-29,,/m/0ksyxs,1,Q4768680,actress (1915-1966)
Anita Louise,6,F,1915-01-09,,/m/046chw,1,Q441414,American actress (1915–1970)
Robert Taylor,6,M,,,/m/0f9bzw,1,Q944529,Australian actor
Edythe Chapman,6,F,1863-10-08,,/m/0g2y4r,1,Q3048841,American actress (1863-1948)
Ingrid Bergman,6,F,1915-08-29,/m/065b6q,/m/0bdt8,1,Q11553958,Japanese actor
Charles Lane,6,M,1905-01-26,,/m/02pkhn,1,Q634150,American actor (1905–2007)
Edwin Maxwell,6,M,1886-02-09,/m/03bkbh,/m/06mp0p,1,Q1294814,actor (1886-1948)
Bert Roach,6,M,1891-08-21,,/m/03cg7pn,1,Q2899205,actor (1891-1971)
Elisabeth Fraser,6,F,1920-01-08,,/m/0629kv,1,Q672242,American actress (1920-2005)
Robert Stack,6,M,1919-01-13,,/m/01h4rj,1,Q355153,American actor (1919-2003)
Walter Sande,6,M,1906-07-09,,/m/06hjd98,1,Q5421985,American actor
Herbert Marshall,6,M,1890-05-23,,/m/04xxwy,1,Q1273317,actor (1890-1966)
George Hamilton,6,M,1939-08-12,,/m/01yzhn,1,Q359416,American film and television actor
Frank Conroy,6,M,1890-10-14,,/m/02vn14m,1,Q3082553,actor (1890-1964)
Patric Knowles,6,M,1911-11-11,,/m/09cfjz,1,Q206113,"actor, novelist"
