Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description,actor_country_of_citizenship,actor_occupation
Kevin Smith,76,M,1963-03-16,,/m/0k1qm,5,Q381963,New Zealand actor (1963-2002),New Zealand,"['actor', 'film actor', 'musician', 'singer', 'television actor']"
Jason Mewes,72,M,1974-06-12,/m/022dp5,/m/02q7z2,5,Q316627,American actor,United States of America,"['actor', 'film actor', 'television actor', 'film producer', 'film director']"
Ben Affleck,72,M,1972-08-15,/m/07bch9,/m/0151w_,5,Q483118,"American film actor, director and screenwriter",United States of America,"['actor', 'screenwriter', 'film director', 'film producer', 'television actor', 'film actor', 'poker player', 'writer', 'voice actor', 'executive producer', 'manufacturer', 'television producer']"
Jason Lee,72,M,1970-04-25,,/m/034np8,5,Q4960,American actor and professional skateboarder,United States of America,"['television actor', 'film actor', 'actor', 'skateboarder', 'entrepreneur', 'comedian', 'voice actor', 'screenwriter', 'film producer', 'businessperson', 'television producer', 'character actor']"
George Clooney,57,M,1961-05-06,/m/033tf_,/m/014zcr,5,Q23844,"American actor, filmmaker, and activist",United States of America,
Michael Winslow,56,M,1958-09-06,/m/0x67,/m/05xc43,5,Q522533,"American actor, comedian and beatboxer",United States of America,"['cabaret artist', 'dub actor', 'film actor', 'television actor', 'voice actor', 'reality television participant']"
George Gaynes,56,M,1917-05-16,/m/0318mh,/m/03d4hz,5,Q279225,American actor (1917-2016),United States of America,"['television actor', 'film actor', 'singer', 'musical theatre actor', 'stage actor', 'voice actor', 'opera singer', 'actor']"
David Graf,56,M,1950-04-16,,/m/03lz67,5,Q445253,American actor (1950–2001),United States of America,"['television actor', 'film actor', 'voice actor', 'actor']"
Brian O'Halloran,53,M,1969-12-20,,/m/063r24,5,Q723672,actor,United States of America,"['actor', 'film actor', 'television actor', 'stage actor']"
Bubba Smith,52,M,1945-02-28,/m/0x67,/m/04174b,5,Q318938,American actor and athlete (1945-2011),United States of America,"['television actor', 'film actor', 'American football player', 'actor']"
Leslie Easterbrook,50,F,1949-07-29,/m/02ctzb,/m/046k2j,5,Q265333,American actress,United States of America,"['stage actor', 'television actor', 'film actor', 'voice actor']"
Ice Cube,48,M,1969-06-15,/m/0x67,/m/01vw26l,5,Q173637,American rapper and actor (born 1969),United States of America,"['film actor', 'film director', 'musician', 'film producer', 'character actor', 'rapper', 'screenwriter', 'record producer', 'director', 'television actor', 'television producer']"
Andy García,46,M,1956-04-12,/m/025rpb0,/m/01yhd1,5,Q189415,American actor and director,United States of America,"['actor', 'composer', 'television actor', 'film actor', 'film director', 'film producer']"
Bernie Mac,46,M,1957-10-05,/m/0x67,/m/02lj6p,5,Q176323,American actor,United States of America,"['street artist', 'screenwriter', 'television actor', 'film actor', 'television producer']"
Brad Pitt,43,M,1963-12-18,,/m/0c6qh,5,Q35332,American actor and filmmaker,United States of America,"['television actor', 'film actor', 'film producer', 'film director', 'voice actor', 'model', 'executive producer', 'television producer']"
Antonio Banderas,43,M,1960-08-10,,/m/0436kgz,5,Q41548,Spanish actor,Spain,"['singer', 'film producer', 'film actor', 'film director', 'model']"
Casey Affleck,42,M,1975-08-12,/m/03bkbh,/m/032_jg,5,Q270730,American actor,United States of America,"['film producer', 'screenwriter', 'film actor', 'stage actor', 'television actor', 'actor', 'film director', 'voice actor', 'film editor']"
Marion Ramsey,42,F,1947-05-10,,/m/0g28w1,5,Q444284,American actress (1947-2021),United States of America,"['television actor', 'film actor', 'singer']"
Scott Caan,41,M,1976-08-23,/m/013xrm,/m/03_dxb,5,Q314673,American actor,United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'rapper', 'film director']"
Steve Guttenberg,40,M,1958-08-24,/m/048z7l,/m/035wq7,5,Q318685,American actor,United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'film producer', 'film director']"
Don Cheadle,40,M,1964-11-29,/m/0x67,/m/02p65p,5,Q272019,"actor, film producer, philanthropist, and author (born 1964)",United States of America,"['actor', 'film director', 'poker player', 'film producer', 'writer', 'television actor', 'film actor', 'screenwriter', 'television producer', 'voice actor']"
Bill Moseley,40,M,1951-11-11,,/m/07vnp4,5,Q862342,American actor (born 1951),United States of America,"['actor', 'television actor', 'film actor', 'musician']"
Keith David,40,M,1956-06-04,/m/0x67,/m/03pmzt,5,Q370918,American actor,United States of America,"['television actor', 'film actor', 'stage actor', 'voice actor', 'singer']"
Elliott Gould,37,M,1938-08-29,/m/041rx,/m/02xwgr,5,Q314805,American actor,United States of America,"['television actor', 'actor', 'film actor', 'character actor', 'voice actor', 'stage actor', 'film producer']"
Michael Madsen,37,M,1957-09-25,,/m/02zyy4,5,Q220584,American actor,United States of America,"['television actor', 'film actor', 'actor', 'film producer', 'poet', 'photographer', 'voice actor']"
Quentin Tarantino,37,M,1963-03-27,/m/0dbxy,/m/0693l,5,Q3772,"American film director, screenwriter, producer, and actor",United States of America,"['actor', 'screenwriter', 'film director', 'film producer', 'film actor', 'writer', 'film editor', 'television actor', 'director']"
Ethan Suplee,36,M,1976-05-25,/m/07hwkr,/m/0670jl,5,Q314610,American film actor,United States of America,"['actor', 'television actor', 'film actor', 'film producer']"
Eddie Jemison,34,M,1963,,/m/0896b2,5,Q1269785,American actor,United States of America,"['screenwriter', 'singer', 'television actor', 'film actor', 'film director']"
Carl Reiner,33,M,1922-03-20,/m/041rx,/m/0pnf3,5,Q287793,American actor (1922-2020),United States of America,"['actor', 'film director', 'screenwriter', 'film producer', 'television producer', 'writer', 'voice actor', 'comedian']"
G. W. Bailey,33,M,1944-08-27,,/m/045c2m,5,Q381046,actor,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Shaobo Qin,33,M,1982,,/m/08c882,5,Q1319978,Chinese actor,People's Republic of China,"['film actor', 'actor', 'acrobat']"
Bruce Willis,33,M,1955-03-19,,/m/0h7pj,5,Q2680,American actor (born 1955),United States of America,"['television actor', 'film actor', 'singer', 'actor', 'voice actor', 'executive producer', 'film producer']"
Charlie Sheen,32,M,1965-09-03,/m/042gtr,/m/01pllx,5,Q103939,American film and television actor,United States of America,"['television actor', 'film actor', 'actor', 'voice actor', 'film producer', 'anti-vaccine activist', 'screenwriter']"
Clifton Powell,30,M,1956-03-16,/m/0x67,/m/07v_x9,5,Q941660,American actor and comedian,United States of America,"['actor', 'comedian', 'television actor', 'film actor', 'film producer']"
Tommy 'Tiny' Lister,30,M,1958-06-24,/m/0x67,/m/03nrbx,5,Q1366768,American actor,United States of America,"['film actor', 'professional wrestler', 'voice actor', 'film producer']"
Alexa Vega,30,F,1988-08-27,/m/0c2hxm,/m/02z7h0,5,Q152555,American actress and singer,United States of America,"['actor', 'television actor', 'film actor', 'singer', 'voice actor', 'YouTuber', 'television producer']"
Julia Roberts,29,F,1967-10-28,/m/09vc4s,/m/046zh,5,Q40523,American actress (born 1967),United States of America,"['television actor', 'film actor', 'film producer', 'model', 'stage actor', 'voice actor', 'actor']"
Emilio Estevez,29,M,1962-05-12,/m/042gtr,/m/01z7s_,5,Q220918,"American actor, director, and writer",United States of America,"['actor', 'director', 'film producer', 'screenwriter', 'writer', 'film director']"
Geoffrey Lewis,29,M,1935-07-31,,/m/041rhq,5,Q562257,American actor (1935-2015),United States of America,"['actor', 'film actor', 'film director', 'television actor', 'screenwriter']"
Clint Eastwood,28,M,1930-05-31,/m/09vc4s,/m/0bwh6,5,Q43203,American actor and filmmaker,United States of America,"['actor', 'film producer', 'film actor', 'film director', 'restaurateur', 'composer', 'aircraft pilot', 'helicopter pilot', 'jazz musician', 'character actor', 'screenwriter', 'television actor', 'songwriter', 'film score composer', 'peace activist', 'soldier', 'singer']"
Jeff Anderson,28,M,1970-04-21,,/m/09594c,5,Q1140895,"American film actor, film director, and screenwriter",United States of America,"['actor', 'film director', 'film actor', 'screenwriter']"
Vin Diesel,28,M,1967-07-18,/m/04y8_bm,/m/025n3p,5,Q178166,"American actor, producer, director, screenwriter and stuntman",United States of America,"['film actor', 'film director', 'film producer', 'screenwriter', 'voice actor', 'stage actor', 'stunt performer', 'actor']"
Terrence Howard,27,M,1969-03-11,/m/0x67,/m/06g2d1,5,Q296500,American actor,United States of America,"['actor', 'singer', 'television actor', 'film actor', 'voice actor', 'film producer', 'television producer']"
Carla Gugino,27,F,1971-08-29,/m/0xnvg,/m/06qgvf,5,Q228871,American actress,United States of America,"['television actor', 'film actor', 'stage actor', 'actor']"
Regina Hall,27,F,1970-12-12,/m/0x67,/m/072z_t,5,Q235141,American actress,United States of America,"['actor', 'film actor', 'television actor']"
Jason Flemyng,27,M,1966-09-25,/m/02w7gg,/m/01v42g,5,Q472504,British actor,United Kingdom,"['actor', 'film actor', 'film director', 'television actor']"
Tom Selleck,26,M,1945-01-29,/m/04q7gbh,/m/01pj3h,5,Q213706,American actor,United States of America,"['actor', 'television producer', 'screenwriter', 'model', 'basketball player']"
Daryl Sabara,26,M,1992-06-14,/m/041rx,/m/042ldz,5,Q271469,American actor,United States of America,"['film actor', 'television actor', 'voice actor', 'actor']"
Snoop Dogg,26,M,1971-10-20,/m/0x67,/m/01vw8mh,5,Q6096,American rapper (born 1971),United States of America,"['actor', 'rapper', 'musician', 'record producer', 'businessperson', 'singer', 'television actor', 'songwriter', 'film actor']"
Kathy Baker,25,F,1950-06-08,,/m/07s8r0,5,Q236250,American actress,United States of America,"['stage actor', 'television actor', 'film actor']"
Bruce Mahler,25,M,1950-09-12,,/m/026flxv,5,Q991708,"American actor, producer and writer",United States of America,"['actor', 'screenwriter', 'film producer', 'film actor', 'television actor']"
Joey Lauren Adams,25,F,1968-01-09,,/m/03kwbr,5,Q237115,American actress,United States of America,"['actor', 'film actor', 'film director', 'television actor', 'screenwriter']"
Salma Hayek,24,F,1966-09-02,/m/09k5jvk,/m/06x58,5,Q125106,Mexican-American actress and producer,Mexico,"['film actor', 'film director', 'film producer', 'television actor', 'actor', 'singer', 'voice actor', 'television producer']"
Martin Sheen,24,M,1940-08-03,/m/042gtr,/m/0hvb2,5,Q184572,American actor,United States of America,"['Actor', 'film actor', 'voice actor', 'film producer', 'television producer', 'stage actor', 'peace activist', 'actor', 'environmentalist', 'film director']"
Stephen McHattie,24,M,1947-02-03,/m/02rbdlq,/m/0fs9jn,5,Q1321265,Canadian actor,Canada,"['actor', 'film actor', 'television actor']"
Chus Lampreave,24,F,1930-12-11,,/m/0ftbkt,5,Q268726,Spanish actress (1930-2016),Spain,"['actor', 'film actor']"
Sheri Moon,24,F,1970-09-26,,/m/0729vf,5,Q238121,American actress and fashion designer,United States of America,"['actor', 'film actor', 'television actor', 'model', 'fashion designer', 'voice actor', 'dancer']"
Sid Haig,24,M,1939-07-14,,/m/078m0h,5,Q1331953,American actor (1939-2019),United States of America,"['television actor', 'film actor', 'film producer']"
Tom Savini,23,M,1946-11-03,,/m/04mqnp,5,Q152309,"American actor, stuntman, director and makeup artist",United States of America,"['make-up artist', 'film director', 'photographer', 'film actor', 'stunt performer']"
Robert Carradine,23,M,1954-03-24,,/m/026qxz,5,Q463734,American actor,United States of America,"['actor', 'television actor', 'film actor', 'character actor', 'racing automobile driver', 'film producer']"
Eric Roberts,23,M,1956-04-18,,/m/023nlj,5,Q207969,American actor,United States of America,"['actor', 'film actor', 'television actor', 'voice actor', 'film producer', 'stage actor']"
Tom Sizemore,23,M,1961-11-29,/m/06gbnc,/m/025j1t,5,Q349852,American actor,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'voice actor']"
Daryl Hannah,22,F,1960-12-03,,/m/01xv77,5,Q207596,American actress and environmental activist,United States of America,"['film actor', 'actor', 'model', 'television actor', 'screenwriter', 'film producer', 'environmentalist', 'director', 'manufacturer', 'television producer', 'film director']"
Rose McGowan,22,F,1973-09-05,/m/06v41q,/m/01m4yn,5,Q211040,"American actress, director and activist",United States of America,"['television actor', 'film actor', 'actor', 'director', 'singer', 'model', 'activist']"
William Devane,22,M,1937-09-05,,/m/02xgrd,5,Q451880,American actor,United States of America,"['stage actor', 'film actor', 'television actor', 'screenwriter', 'voice actor', 'actor']"
William Sadler,22,M,1950-04-13,,/m/05pyq6,5,Q152542,American actor,United States of America,"['television actor', 'film actor', 'actor']"
Bill Paxton,21,M,1955-05-17,,/m/01s7zw,5,Q110374,American actor and filmmaker (1955–2017),United States of America,"['television actor', 'film actor', 'film director', 'actor', 'film producer', 'screenwriter']"
Jennifer Schwalbach Smith,21,F,1971-04-07,,/m/081cbt,5,Q463692,American actress,United States of America,"['actor', 'journalist', 'television actor', 'film actor', 'film director', 'film producer', 'podcaster']"
David Carradine,21,M,1936-12-08,/m/07bch9,/m/02p5hf,5,Q187038,American actor (1936–2009),United States of America,"['film actor', 'film director', 'film producer', 'voice actor', 'character actor', 'television actor', 'screenwriter', 'television producer', 'actor']"
Ethan Hawke,21,M,1970-11-06,/m/07hwkr,/m/015v3r,5,Q484615,American actor and writer,United States of America,"['film actor', 'film director', 'novelist', 'screenwriter', 'writer', 'stage actor', 'television actor', 'comics writer', 'theatrical director']"
Tim Kazurinsky,21,M,1950-03-03,,/m/01cs38,5,Q523958,American actor,United States of America,"['actor', 'writer', 'screenwriter', 'television actor', 'film actor', 'voice actor']"
Bobcat Goldthwait,21,M,1962-05-26,,/m/03kxdw,5,Q369424,"American comedian, actor, film director and screenwriter",United States of America,"['screenwriter', 'film director', 'writer', 'television actor', 'film actor', 'voice actor', 'film producer', 'stand-up comedian']"
Lance Kinsey,21,M,1959-06-13,,/m/0fgnhp,5,Q768677,"actor, screenwriter",Canada,"['screenwriter', 'film actor', 'television actor']"
Walt Flanagan,21,M,1967-10-23,,/m/094twz,5,Q7963966,"American comic book store manager, reality television personality, podcaster, comic book artist, actor and songwriter",United States of America,"['actor', 'film actor', 'comics artist']"
Val Kilmer,20,M,1959-12-31,/m/07bch9,/m/0d_84,5,Q191084,American actor,United States of America,"['actor', 'film actor', 'poet', 'voice actor', 'screenwriter', 'television actor', 'stage actor', 'film producer']"
Marlon Wayans,20,M,1972-07-23,/m/0x67,/m/02_l96,5,Q310785,"American actor, comedian, screenwriter, and film producer",United States of America,"['actor', 'screenwriter', 'film producer', 'film director', 'voice actor', 'television actor', 'film actor', 'television producer']"
Penélope Cruz,19,F,1974-04-28,/m/03ttfc,/m/05q_b,5,Q39666,Spanish actress,Spain,"['actor', 'television presenter', 'film actor', 'television actor', 'presenter', 'voice actor', 'photographer', 'film director']"
Marley Shelton,19,F,1974-04-12,,/m/081tlz,5,Q235072,American actress,United States of America,"['actor', 'television actor', 'film actor']"
Keith Carradine,19,M,1949-08-08,,/m/03lmzl,5,Q433417,American actor and singer,United States of America,"['film actor', 'singer', 'character actor', 'television actor', 'stage actor', 'screenwriter', 'film producer', 'composer', 'voice actor', 'songwriter', 'lyricist', 'actor']"
Vinnie Jones,18,M,1965-01-05,/m/02w7gg,/m/01lqnff,5,Q296822,British actor and former professional footballer (born 1965),United Kingdom,"['actor', 'film actor', 'association football player', 'voice actor', 'television actor']"
Saul Rubinek,18,M,1948-07-02,/m/041rx,/m/0652ty,5,Q976176,Canadian actor,Canada,"['screenwriter', 'film producer', 'television actor', 'film actor', 'film director', 'actor', 'playwright', 'director']"
Ice T,18,M,1958-02-16,/m/0x67,/m/03sww,5,Q309941,American rapper and actor (born 1958),United States of America,"['actor', 'rapper', 'musician', 'television actor', 'podcaster', 'film actor', 'voice actor', 'writer', 'film director']"
Dwight Ewell,18,M,1968,/m/0x67,/m/09jfqc,5,Q5318153,American actor,United States of America,['actor']
Mike Judge,18,M,1962-10-17,,/m/01p8r8,5,Q434585,American animator,United States of America,"['film director', 'actor', 'voice actor', 'screenwriter', 'animator', 'composer', 'television actor', 'journalist', 'film actor', 'electronics technician', 'bassist', 'film producer', 'showrunner', 'television producer']"
Kohl Sudduth,18,M,1974-08-08,,/m/0bc34dy,5,Q1778472,American actor,United States of America,"['actor', 'television actor']"
Rick Overton,18,M,1954-08-10,,/m/02tqys,5,Q2151597,"screenwriter, actor, and comedian",United States of America,"['actor', 'screenwriter', 'television actor', 'film actor', 'comedian', 'scenographer', 'writer']"
Scott Thomson,18,M,1957-10-29,,/m/02210c_,5,Q19663780,actor,United States of America,"['actor', 'television actor', 'film actor']"
Michael Parks,17,M,1940-04-24,,/m/05qwyy,5,Q525318,American actor (1940-2017),United States of America,"['actor', 'film producer', 'singer', 'television actor', 'film actor', 'film director']"
Anthony Anderson,17,M,1970-08-15,/m/0x67,/m/042xrr,5,Q313918,American actor (born 1970),United States of America,"['comedian', 'film actor', 'television actor', 'actor', 'executive producer', 'film producer']"
Mario Brega,17,M,1923-03-05,/m/0222qb,/m/07gnh0,5,Q1040908,Italian actor (1923-1994),Italy,"['actor', 'film actor']"
Ken Foree,17,M,1948-02-29,/m/0x67,/m/04bl43,5,Q529912,American actor,United States of America,"['actor', 'television actor', 'film actor', 'film producer']"
Paul Walker,17,M,1973-09-12,/m/0ffhz3,/m/01kgxf,5,Q213864,American actor (1973-2013),United States of America,"['film actor', 'film producer', 'television actor', 'screenwriter', 'racing automobile driver', 'actor', 'marine biologist']"
